Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Recommended_Exercises,Exercise_Type_Details
45,Female,73.0,1.75,184,148,50,1.14,759.0,Yoga,26.6,2.0,4,2,23.84,"Leg Extension - Gethin Variation, Seated barbell shoulder press, Shoulder-Elevated One-Leg Hip Thrusts","Type: Stretching, Equipment: Body Only, Level: Intermediate"
42,Female,57.5,1.67,161,133,63,1.76,1053.0,Cardio,16.2,2.7,5,3,20.62,"Holman Towel Alternating Side Lunge Squat, Holman Squat Jump to Alternating Side Lunge Jump, Dumbbell goblet squat-","Type: Cardio, Equipment: Body Only, Level: Intermediate"
50,Female,42.7,1.53,168,155,65,1.41,983.0,Strength,28.4,2.4,4,2,18.24,"Holman Stair Sprint, Incline anti-gravity shoulder press, Defensive Slide","Type: Strength, Equipment: Body Only, Level: Intermediate"
55,Male,129.9,1.73,187,155,60,0.69,529.0,Yoga,21.7,3.1,3,1,43.4,"Hollow-body knee tuck, Band low-to-high twist, Holman Elbow Plank Jack","Type: Stretching, Equipment: Body Only, Level: Beginner"
23,Male,108.6,1.92,197,134,50,0.89,656.0,Yoga,25.8,3.5,2,1,29.46,"HM Mountain Climber, Holman Crab Kick with Hop, MetaBurn Alternating Knee-to-Elbow Mountain Climber","Type: Stretching, Equipment: Body Only, Level: Intermediate"
49,Male,88.6,2.0,162,127,56,1.83,1150.0,Cardio,14.9,3.5,4,3,22.15,"Pop Squat On Leg Press, Paul Carter Back Squat, Holman Squat Jump to Alternating Side Lunge Jump","Type: Cardio, Equipment: Other, Level: Beginner"
38,Female,49.7,1.51,179,145,65,1.25,906.0,HIIT,32.6,2.5,3,1,21.8,"Advanced Kettlebell Windmill, Reverse ab roll-out, Mountain climber","Type: Cardio, Equipment: Machine, Level: Intermediate"
33,Female,56.4,1.54,165,155,63,1.06,822.0,Strength,29.2,1.5,3,1,23.78,"Holman Slow Arnold Press, FYR2 Banded Frog Pump, Holman Left Squat Thrust","Type: Strength, Equipment: Other, Level: Intermediate"
38,Male,46.9,1.74,198,167,64,1.03,946.0,Strength,20.0,2.6,4,2,15.49,"Pushups, Seated leg press-, Gorilla Chin/Crunch","Type: Strength, Equipment: Body Only, Level: Intermediate"
28,Female,71.3,1.67,192,140,63,1.46,1022.0,Strength,28.1,1.5,4,2,25.57,"FYR2 Pulse Biceps Curl, Dumbbell jump squat, 30 Arms BFR Machine Preacher Curl","Type: Strength, Equipment: Body Only, Level: Intermediate"
54,Male,71.6,1.86,160,147,70,1.14,830.0,Yoga,25.3,2.2,3,2,20.7,"Holman Slow Weighted Half Jack to Overhead Press, 30 Cable Rope Crunch, Two-Arm Kettlebell Jerk","Type: Stretching, Equipment: Body Only, Level: Intermediate"
53,Male,82.3,1.61,196,123,60,1.87,1139.0,Strength,11.6,3.5,5,3,31.75,"Band chest fly, Otis-Up, Incline Rear Delt Raises - Gethin Variation","Type: Strength, Equipment: Body Only, Level: Intermediate"
52,Female,70.6,1.69,165,135,65,1.36,826.0,HIIT,26.1,2.2,3,1,24.72,"Lying Hamstring, Holman Wide Squat Side-to-Side Obliques, Knees tucked crunch","Type: Cardio, Equipment: Other, Level: Intermediate"
36,Male,109.8,1.62,193,141,68,0.84,651.0,HIIT,24.4,3.5,3,1,41.84,"Leg extension, HM Jumping Knee-Up, Banded crunch isometric hold","Type: Cardio, Equipment: Other, Level: Beginner"
37,Female,73.5,1.69,174,131,66,0.54,354.0,Cardio,27.5,1.6,2,1,25.73,"Romanian Deadlift With Dumbbells, KV Bulgarian Split Squat, Goblet Squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
35,Male,85.6,1.85,185,135,55,1.78,1322.0,Strength,14.5,3.5,5,3,25.01,"30 Shoulders Pec-Deck Reverse Fly, Banded jumping jack, HM Alternating Lunge-In-Place","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
58,Female,74.6,1.68,173,159,60,1.03,737.0,Yoga,26.0,2.0,4,2,26.43,"Holman Feet-Elevated Hip Raise, Ab Crunch Machine, Holman Froggy Push-Up","Type: Stretching, Equipment: Body Only, Level: Intermediate"
31,Female,63.2,1.8,166,157,66,0.59,463.0,Cardio,25.5,2.6,2,1,19.51,"HM Burpee, FYR Tuck Jump, Split Clean","Type: Cardio, Equipment: Body Only, Level: Intermediate"
32,Female,62.6,1.63,190,161,58,1.67,1344.0,HIIT,15.0,2.7,5,3,23.56,"Holman Diagonal Squat Thrust to Renegade Forward Punch, Box Squat with Bands, Scissor Kick","Type: Cardio, Equipment: Body Only, Level: Intermediate"
48,Male,87.1,1.76,183,156,67,1.81,1398.0,Strength,11.6,3.5,5,3,28.12,"Holman Lunge Jump with Overhead Press, Dumbbell Fix Dumbbell Swing, Close-grip bench press","Type: Strength, Equipment: Other, Level: Intermediate"
18,Male,82.3,1.84,190,148,66,1.73,1408.0,HIIT,13.3,3.5,5,3,24.31,"Seal jack, Single-leg leg extension-, Alien Squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
20,Female,64.3,1.78,188,137,61,1.71,1171.0,Cardio,18.7,2.7,4,3,20.29,"Lateral shuffle, UN Front Foot Elevated Split Squat, Sprawl frog kick","Type: Cardio, Equipment: Body Only, Level: Intermediate"
33,Female,53.7,1.66,191,129,72,1.25,806.0,HIIT,29.5,2.5,3,1,19.49,"Holman Weighted Lunge Jump with Chest Press, Lower Back Curl, Southpaw sprawl with push-up","Type: Cardio, Equipment: Body Only, Level: Intermediate"
40,Male,63.0,2.0,176,161,71,1.42,1257.0,Strength,26.8,2.9,4,2,15.75,"Standing Dumbbell Calf Raise, Flat Bench Lying Leg Raise - Gethin Variation, AM Standing Barbell Curl","Type: Strength, Equipment: Body Only, Level: Intermediate"
28,Male,128.4,1.86,173,158,71,1.06,921.0,Strength,23.6,3.3,4,2,37.11,"Hip Stretch With Twist, King Maker Push-up, Smith machine drag curl","Type: Strength, Equipment: Kettlebells, Level: Expert"
29,Male,88.0,1.89,199,137,54,1.75,1319.0,Cardio,13.3,3.5,5,3,24.64,"Holman Jump-Out Push-Up, Holman Left Leg Hop to Left Reverse Lunge, MetaBurn Curtsy Lunge","Type: Cardio, Equipment: Other, Level: Intermediate"
27,Female,63.7,1.52,195,120,60,1.19,714.0,Strength,25.4,2.1,4,2,27.57,"Hanging alternating single-leg raise, Dumbbell Fix Dumbbell Military Press, The Straddle","Type: Strength, Equipment: Cable, Level: Intermediate"
49,Male,83.7,1.87,183,158,53,1.29,1009.0,HIIT,23.9,2.3,4,2,23.94,"Gorilla squat, Jump Squat, Holman Feet-Elevated Shoulder Tap","Type: Cardio, Equipment: Body Only, Level: Intermediate"
33,Male,102.6,1.75,186,140,53,1.4,1078.0,HIIT,27.9,2.2,3,2,33.5,"Front Squats With Two Kettlebells, Single-arm kettlebell overhead squat, Dumbbell crunch","Type: Cardio, Equipment: Body Only, Level: Intermediate"
25,Female,77.7,1.55,184,120,52,0.55,330.0,Yoga,33.0,1.7,2,1,32.34,"Cross-body sit-up, Slalom jumps, HM Low Lunge With External Twist","Type: Stretching, Equipment: Body Only, Level: Intermediate"
55,Male,87.5,1.88,191,134,73,1.19,789.0,Yoga,27.2,2.6,4,2,24.76,"HM Flutter Kick, Bear crawl shoulder tap, 30 Shoulders Smith Machine Behind-The-Head Press","Type: Stretching, Equipment: Body Only, Level: Intermediate"
29,Male,87.0,1.86,177,123,72,1.52,1028.0,Yoga,11.0,3.5,4,3,25.15,"Single-arm bent-over cable rear delt fly, Feet-elevated plank on ball, FYR2 Dumbbell Crab Reach","Type: Stretching, Equipment: Body Only, Level: Intermediate"
41,Male,82.8,1.66,177,139,74,1.97,1355.0,HIIT,11.2,3.5,5,3,30.05,"Ab Roller, Medicine ball twist, Holman Burpee to Forward Lunge","Type: Cardio, Equipment: Body Only, Level: Intermediate"
45,Female,65.4,1.68,196,129,66,0.76,441.0,HIIT,35.0,2.6,3,1,23.17,"King Maker Burpee, Single-leg box squat, Partner medicine ball sit-up","Type: Cardio, Equipment: Body Only, Level: Intermediate"
25,Female,47.2,1.71,185,142,56,0.89,632.0,Cardio,26.0,2.5,2,1,16.14,"Snatch Deadlift, Muscle Beach Freestyle Kick, Dumbbell Pistol Squat","Type: Cardio, Equipment: Machine, Level: Intermediate"
45,Female,58.2,1.7,168,160,53,0.95,684.0,Yoga,26.8,2.0,3,1,20.14,"Incline face-down bar front raise, 30 Medicine Ball Slam, HM Side-Plank with Hip Touch","Type: Stretching, Equipment: Body Only, Level: Intermediate"
53,Female,73.5,1.55,194,153,72,1.17,806.0,HIIT,26.3,2.1,4,2,30.59,"Leg-Up Hamstring Stretch, Bear crawl donkey kick, Weighted sissy squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
43,Female,55.2,1.73,167,165,62,1.67,1240.0,Cardio,16.6,2.7,5,3,18.44,"HM Left Calf-Spike Sumo Pulse, Holman Squat Tap to Hop, Holman Roll-Back to Squat Thrust to Renegade Triceps Press","Type: Cardio, Equipment: Body Only, Level: Intermediate"
25,Female,64.4,1.71,179,167,61,1.12,935.0,HIIT,27.1,1.8,3,1,22.02,"FYR2 Kettlebell Goblet Squat, Hang Clean - Below the Knees, Band low-to-high twist","Type: Cardio, Equipment: Other, Level: Beginner"
45,Female,73.5,1.74,181,152,50,1.18,807.0,Cardio,30.0,2.3,4,2,24.28,"Single-arm side deadlift, Dumbbell Side Lunge, Box Skip","Type: Cardio, Equipment: Machine, Level: Intermediate"
45,Male,89.6,1.81,178,153,70,1.7,1287.0,Yoga,12.4,3.5,5,3,27.35,"Holman Right Arm Heavy Overhead Press, FYR2 Dumbbell Clean and Jerk, Holman Hovering Plank Row","Type: Stretching, Equipment: nan, Level: Beginner"
54,Male,86.5,1.76,189,158,68,1.48,1158.0,Yoga,29.0,3.4,3,2,27.92,"Seated face pull, Holman Heavy Right Arm Overhead Press, FYR Knees to Chest","Type: Stretching, Equipment: nan, Level: Beginner"
58,Female,46.1,1.67,187,129,70,1.28,743.0,Yoga,25.3,1.8,4,2,16.53,"Frog kick, Sumo deadlift, Kipping Clapping Pull-Up","Type: Stretching, Equipment: Body Only, Level: Beginner"
53,Male,68.5,1.97,194,139,69,1.3,894.0,HIIT,23.2,2.1,3,2,17.65,"Exercise ball roll-out, Weighted sit-up, Hybrid deadlift","Type: Cardio, Equipment: Machine, Level: Intermediate"
44,Male,94.6,1.84,170,120,67,1.26,748.0,HIIT,26.0,3.1,4,2,27.94,"Banded crunch, Holman Hands Down Heel Click, The Straddle","Type: Cardio, Equipment: Other, Level: Intermediate"
34,Female,54.2,1.52,190,132,60,1.13,746.0,Cardio,31.0,2.2,3,1,23.46,"FYR Running Lunge, Bootstrapper squat, Holman Weighted Burpee to 180 Jump","Type: Cardio, Equipment: Body Only, Level: Intermediate"
26,Male,47.7,1.77,198,120,69,1.15,759.0,Strength,24.8,2.7,3,2,15.23,"Decline crunch-, Clean and press, Decline Close-Grip Bench To Skull Crusher","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
50,Male,52.2,1.84,195,124,52,1.38,847.0,Strength,28.2,3.1,4,2,15.42,"Push-jerk, Smith machine weighted push-up, 30 Arms EZ-Bar Skullcrusher","Type: Strength, Equipment: Bands, Level: Beginner"
37,Male,88.8,1.95,189,135,66,1.58,1173.0,Yoga,10.3,3.5,5,3,23.35,"HM Toe Touch, Superhero burpee, MetaBurn Alternating Knee-to-Elbow Mountain Climber","Type: Stretching, Equipment: Body Only, Level: Intermediate"
30,Male,101.0,1.68,182,134,61,1.46,1076.0,Strength,28.2,2.9,4,2,35.79,"FYR2 Kettlebell Swing Clean and Press, Single-leg depth squat, Hanging leg raise with throw down","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
45,Male,118.4,1.95,178,168,59,1.06,881.0,Yoga,24.9,2.4,3,2,31.14,"Exercise Ball Cable Crunch - Gethin Variation, Cable Seated Lateral Raise, Band low-to-high twist","Type: Stretching, Equipment: Body Only, Level: Beginner"
46,Female,47.9,1.72,171,147,57,1.41,933.0,Cardio,26.3,2.0,3,1,16.19,"Ball Hamstring Hat Trick, HM Down Up, HM Dumbbell Squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
30,Female,51.5,1.74,174,150,64,1.08,810.0,Strength,33.9,2.0,3,2,17.01,"AM Ab Machine, FYR2 Glute Bridge Dumbbell Floor Press, Holman Feet-Elevated Squat Thrust","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
52,Female,79.9,1.51,190,142,54,0.75,479.0,Strength,31.5,2.6,3,1,35.04,"Seated Dumbbell Press, Single-arm palm-in dumbbell shoulder press, 30 Shoulders Cable Straight-Bar Front Raise","Type: Strength, Equipment: Barbell, Level: Intermediate"
23,Male,121.3,1.85,196,167,53,0.72,661.0,Yoga,21.6,3.6,2,1,35.44,"30 Shoulders Neutral-Grip Arnold Press, Holman Standing Heel Click, Sumo Deadlift with Bands","Type: Stretching, Equipment: Body Only, Level: Beginner"
35,Female,78.9,1.64,196,164,70,1.28,1050.0,Cardio,25.3,2.6,4,2,29.34,"One Half Locust, Rocking Standing Calf Raise, Leg-Up Hamstring Stretch","Type: Cardio, Equipment: Other, Level: Beginner"
22,Male,88.5,1.62,174,162,69,1.88,1675.0,Strength,10.7,3.5,5,3,33.72,"HM Chair Dip, Crunch - Hands Overhead, Seated palms-up wrist curl","Type: Strength, Equipment: Body Only, Level: Intermediate"
42,Male,73.5,1.63,188,136,68,0.52,350.0,Strength,26.1,3.2,3,1,27.66,"AM Seated Hammer Curls, MetaBurn Fast Feet To Push-Up, Single-leg curl up","Type: Strength, Equipment: Cable, Level: Intermediate"
19,Male,127.9,1.93,185,168,70,1.27,1173.0,Strength,21.8,3.0,4,2,34.34,"Holman Towel Straight Plank Jack, Preacher Hammer Dumbbell Curl, Sandbag Load","Type: Strength, Equipment: Bands, Level: Beginner"
27,Male,88.5,1.98,161,153,53,1.8,1515.0,Cardio,11.1,3.5,4,3,22.57,"Holman Alternating Side Squat Overhead Press, Stationary bike, Taylor Kettlebell Goblet Squat","Type: Cardio, Equipment: Other, Level: Beginner"
47,Female,43.4,1.62,179,132,64,0.51,303.0,Cardio,25.3,2.3,3,1,16.54,"Holman Alternating Reverse Prisoner Lunge, Suspended split squat, 30 Legs Sumo Deadlift","Type: Cardio, Equipment: Machine, Level: Intermediate"
22,Female,42.8,1.56,174,133,66,1.47,978.0,Strength,32.2,2.6,3,2,17.59,"Holman Burpee to Flying Squat Thrust to Tuck Jump, HM Left Side Iron Cross, Medicine ball rotational throw","Type: Strength, Equipment: Cable, Level: Beginner"
50,Male,64.5,1.79,163,130,61,1.17,753.0,Yoga,28.1,2.4,4,2,20.13,"Medicine ball partner twist, 30 Shoulders Incline Face-Down Dumbbell Reverse Fly, Elbow plank","Type: Stretching, Equipment: nan, Level: Beginner"
18,Female,50.7,1.53,181,147,52,1.29,948.0,Yoga,33.0,2.1,3,2,21.66,"Holman Straight Plank to Kick-Up, Cable seated row, Jordan Shallow Thread the Needle (with Foam Roller)","Type: Stretching, Equipment: Body Only, Level: Beginner"
35,Male,59.2,1.66,197,161,59,1.3,1151.0,Strength,21.3,3.2,3,1,21.48,"30 Shoulders Dumbbell Lateral Raise, Star Jump, FYR2 Lateral Band Walk","Type: Strength, Equipment: Body Only, Level: Intermediate"
49,Female,78.9,1.73,182,151,64,1.38,938.0,Cardio,34.0,2.3,2,1,26.36,"Single-arm dumbbell front squat, Holman Towel Burpee to Push-Up, Jumping knee up-down","Type: Cardio, Equipment: Body Only, Level: Intermediate"
28,Female,78.7,1.63,185,154,59,1.1,847.0,Strength,31.7,1.8,3,2,29.62,"HM Chair Dip, Single-Leg Lateral Hop, Dumbbell walking calf raise","Type: Strength, Equipment: Body Only, Level: Intermediate"
38,Male,68.7,1.92,170,150,73,1.31,1081.0,Cardio,29.0,3.0,4,2,18.64,"MetaBurn Tuck Jump With Knee Slap, Holman Burpee to Flying Jack, Holman Burpee to 180 Jump","Type: Cardio, Equipment: Body Only, Level: Beginner"
43,Female,53.1,1.59,187,136,72,0.82,502.0,Strength,29.5,2.5,2,1,21.0,"Paul Carter Overhead Rope Triceps Extension, Rusin Banded Over-And-Back, EZ-bar skullcrusher-","Type: Strength, Equipment: Barbell, Level: Intermediate"
42,Male,64.8,1.65,161,166,67,1.1,904.0,Cardio,24.4,2.8,3,2,23.8,"Muscle Beach Spin Kick, Barbell speed squat, Sumo Deadlift with Chains","Type: Cardio, Equipment: Body Only, Level: Intermediate"
39,Female,50.3,1.61,167,128,50,1.17,749.0,HIIT,32.8,2.5,2,1,19.41,"Holman Hand-Elevated Side Plank Semicircle, Single-leg dumbbell Romanian deadlift, Natural Glute Ham Raise","Type: Cardio, Equipment: Body Only, Level: Beginner"
44,Male,102.3,1.63,188,129,52,1.34,856.0,Yoga,20.9,2.6,4,2,38.5,"Partner medicine ball sit-up, Dumbbell side bend, Single-arm side lying rear fly","Type: Stretching, Equipment: Body Only, Level: Beginner"
30,Male,62.9,1.92,170,127,70,1.13,789.0,HIIT,25.2,3.6,2,1,17.06,"McGill Pull-Up, Holman Weighted Lunge Jump with Biceps Curl, Standing cable leg curl","Type: Cardio, Equipment: Machine, Level: Intermediate"
50,Female,56.5,1.6,196,140,61,1.88,1184.0,Yoga,19.2,2.7,5,3,22.07,"Alternating heel-touch, Dumbbell Raise, 30 Cable Pallof Press","Type: Stretching, Equipment: Body Only, Level: Intermediate"
51,Female,74.6,1.55,177,132,50,0.71,422.0,Cardio,33.3,2.1,2,1,31.05,"Alternating lunge jump, Single-arm kettlebell front squat, Holman Squat Tap to Jump-Forward-Jump-Back","Type: Cardio, Equipment: Machine, Level: Intermediate"
58,Male,52.0,1.79,173,169,52,1.12,937.0,HIIT,29.6,3.0,3,1,16.23,"Holman Weighted Hook Punch to Squat Thrust, High Kick, TRX Squat Jump","Type: Cardio, Equipment: Body Only, Level: Intermediate"
52,Female,52.1,1.67,169,124,52,1.5,837.0,Yoga,32.0,1.5,2,1,18.68,"Reverse Band Sumo Deadlift, Double-kettlebell windmill, Standing suspended rear delt fly","Type: Stretching, Equipment: Body Only, Level: Intermediate"
18,Female,72.2,1.54,194,125,54,0.97,606.0,Strength,27.1,1.7,2,1,30.44,"Butterfly crunch, Hamstring-SMR, Holman Squat Jump to Lunge Jump","Type: Strength, Equipment: Bands, Level: Intermediate"
38,Male,85.8,1.8,168,149,68,1.72,1410.0,Cardio,10.1,3.5,4,3,26.48,"Holman Bear Crawl, Wide Stance Stiff Legs, Medicine ball ninja","Type: Cardio, Equipment: Body Only, Level: Intermediate"
23,Male,81.4,1.85,194,150,74,1.6,1320.0,Cardio,12.4,3.5,4,3,23.78,"Lying Machine Squat, FYR Alternating Lunge, High Kick","Type: Cardio, Equipment: Body Only, Level: Intermediate"
45,Female,50.9,1.65,170,136,50,1.45,887.0,Strength,30.1,2.3,2,1,18.7,"Lateral Speed Step, Heavy Bag Thrust, Cable rope pull-through deadlift","Type: Strength, Equipment: Body Only, Level: Intermediate"
34,Male,52.0,1.78,171,130,53,1.38,987.0,Strength,22.4,2.7,4,2,16.41,"Gorilla Chin/Crunch, Alternating Leg Swing, BFR overhand straight-bar push-down","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
22,Male,71.0,1.93,162,139,53,1.42,1086.0,Yoga,21.2,2.9,4,2,19.06,"Holman Weighted Cross Punch, Dumbbell Halo, Cross-body sit-up","Type: Stretching, Equipment: Body Only, Level: Intermediate"
48,Male,80.6,1.77,198,167,66,1.51,1248.0,Cardio,12.9,3.5,4,3,25.73,"Barbell Lunge - Gethin Variation, Rocking Standing Calf Raise, Reverse lunge","Type: Cardio, Equipment: Body Only, Level: Intermediate"
22,Female,58.3,1.72,173,128,63,1.0,640.0,Yoga,32.6,1.6,3,2,19.71,"Seated Leg Curl, Holman Side Plank Crunch, Wide Stance Stiff Legs","Type: Stretching, Equipment: Other, Level: Beginner"
55,Female,63.0,1.7,187,121,67,1.32,719.0,Strength,34.9,2.5,3,1,21.8,"Straight-arm plank, UP Incline Dumbbell Press, Machine Preacher Curls","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
20,Male,111.0,1.94,170,156,50,1.02,875.0,Cardio,27.6,3.3,4,2,29.49,"Hurdle Hops, 30 Legs Single-Leg Leg Extension, Total Fitness Hamstring Slide","Type: Cardio, Equipment: Machine, Level: Intermediate"
40,Female,52.6,1.66,198,120,71,1.27,762.0,Strength,32.9,1.7,3,2,19.09,"30 Chest Incline Dumbbell Fly, Glute bridge, UN Rear Foot Elevated Split Squat","Type: Strength, Equipment: Body Only, Level: Intermediate"
54,Male,116.4,2.0,184,123,65,1.13,688.0,Yoga,26.2,3.1,3,1,29.1,"Standing One-Arm Shoulder Press - Gethin Variation, Plank Fire Hydrants, Holman High-Impact Crab Kick","Type: Stretching, Equipment: Body Only, Level: Intermediate"
54,Female,75.6,1.61,180,155,52,1.41,983.0,Yoga,34.9,2.5,4,2,29.17,"Lying rear delt fly, Total Fitness Dumbbell Farmer's Carry, Alternating Exercise Ball Knee Tucks - Gethin Variation","Type: Stretching, Equipment: Body Only, Level: Beginner"
27,Male,61.6,1.8,169,144,72,1.48,1172.0,Yoga,26.4,3.1,2,1,19.01,"Cross-body mountain climber, Side Lateral Raise, Suspended oblique crunch","Type: Stretching, Equipment: Foam Roll, Level: Beginner"
27,Male,108.0,1.8,174,122,70,1.38,926.0,Cardio,28.6,2.5,4,2,33.33,"Dumbbell racked reverse lunge, Front Barbell Squat To A Bench, FYR2 Reverse Burpee to Regular Burpee","Type: Cardio, Equipment: Other, Level: Intermediate"
36,Female,59.3,1.75,178,128,58,0.99,634.0,Strength,34.5,2.3,3,1,19.36,"Barbell thruster, Holman Hip Raise with Alternating Kick, Inchworm","Type: Strength, Equipment: Bands, Level: Intermediate"
34,Male,75.7,1.94,181,141,72,1.18,915.0,Strength,29.3,2.4,4,2,20.11,"Bench Press - With Bands, King Maker Dumbbell Lateral Raise, Single-arm kettlebell clean and jerk","Type: Strength, Equipment: Body Only, Level: Intermediate"
38,Female,56.3,1.6,180,142,53,1.21,859.0,Yoga,28.8,1.9,4,2,21.99,"Incline Rear Delt Raises - Gethin Variation, FYR Dumbbell front raise to lateral raise, Bent Over Shoulder Y","Type: Stretching, Equipment: nan, Level: Beginner"
31,Female,58.2,1.73,191,131,70,1.17,766.0,Yoga,25.8,1.8,3,2,19.45,"Ab Roller, Holman Feet-Elevated Right Side Plank, Holman Alternating Rolling Elbow Plank","Type: Stretching, Equipment: Foam Roll, Level: Intermediate"
26,Male,55.7,1.68,182,129,54,1.13,802.0,Yoga,21.7,2.9,3,1,19.73,"Ab Roller, Dumbbell Scaption, FYR2 Shoulder Tap","Type: Stretching, Equipment: Foam Roll, Level: Intermediate"
18,Male,125.9,1.67,172,153,60,1.46,1229.0,Yoga,20.6,2.2,3,2,45.14,"Holman Standing Heel Click, Handstand push-up, 30 Flat Bench Leg Raise","Type: Stretching, Equipment: nan, Level: Beginner"
30,Female,62.7,1.67,164,162,70,1.02,826.0,HIIT,26.1,2.6,4,2,22.48,"Lying leg curl, Sprawl frog kick, Linear Depth Jump","Type: Cardio, Equipment: Body Only, Level: Intermediate"
21,Male,86.6,1.86,163,129,58,1.37,972.0,HIIT,21.8,2.6,3,2,25.03,"Hybrid deadlift, Knee up-down, 30 Cable Reverse Crunch On Ball","Type: Cardio, Equipment: Body Only, Level: Intermediate"
18,Male,64.5,1.82,187,149,52,1.2,983.0,HIIT,23.4,2.4,3,2,19.47,"Smith machine pistol squat, Holman Straight Plank Squat Thrust, FYR2 Dumbbell Man-Maker","Type: Cardio, Equipment: Machine, Level: Beginner"
57,Male,76.6,1.86,173,141,55,1.14,796.0,Yoga,25.4,2.8,4,2,22.14,"Dumbbell front raise and press, Holman Left Arm Heavy Overhead Press, Single-leg V-up","Type: Stretching, Equipment: nan, Level: Beginner"
